Order ID,Order Date,Customer Name,Customer Age,Customer City,Product Name,Category,Quantity Sold,Unit Price,Discount Percentage,Total Sales,Profit Margin (%),Profit,Payment Method,Order Status,Return Reason
9308c961,2024-07-04,Michael Snyder,40,New Kenneth,Laptop,Electronics,15,1821.49,24.58,20606.52,11.63,2396.54,Bank Transfer,Delivered,N/A
c2056a6a,2022-03-20,Kaitlyn Miller,24,South Lisa,Refrigerator,Home Appliances,16,3357.86,25.99,39762.43,24.76,9845.18,Credit Card,Cancelled,N/A
10c556ad,2023-05-13,Melissa Ruiz,38,Murphyfort,Chair,Furniture,2,4353.89,21.89,6801.65,8.45,574.74,Debit Card,Shipped,N/A
f97d48bb,2022-06-04,Jeffrey Wells,22,East Christopherstad,Dress,Clothing,9,371.74,12.01,2943.85,11.94,351.5,Bank Transfer,Processing,N/A
b3c03b58,2022-06-20,Jesus Meza,19,Lake Joehaven,T-shirt,Clothing,4,1146.11,8.03,4216.31,7.56,318.75,Debit Card,Returned,Wrong Item
36691dbb,2024-01-14,Shannon Leonard,45,Kristenchester,Brake Pads,Automotive,11,683.92,7.93,6926.54,7.82,541.66,PayPal,Shipped,N/A
6186c328,2023-10-02,Kelly Woods,18,Meyermouth,Sofa,Furniture,12,384.41,20.35,3674.19,24.76,909.73,Debit Card,Shipped,N/A
77dd93be,2025-01-29,Gregory Scott,24,Milesborough,Car Battery,Automotive,4,141.03,13.38,488.64,5.47,26.73,Bank Transfer,Shipped,N/A
48091633,2024-03-25,John Johnson,45,North April,Dining Table,Furniture,1,3821.68,27.12,2785.24,20.38,567.63,Credit Card,Cancelled,N/A
c3d4c628,2024-05-27,Andrea Hernandez,68,New Ariel,Monitor,Electronics,19,2578.33,21.0,38700.73,22.69,8781.2,PayPal,Shipped,N/A
4d651f58,2024-02-29,Sarah Butler,67,South Molly,Monitor,Electronics,5,793.5,8.02,3649.31,18.89,689.35,Bank Transfer,Processing,N/A
5d47253b,2023-06-01,Lori Fleming,38,Sarachester,Washing Machine,Home Appliances,13,1720.43,17.16,18527.65,19.44,3601.78,Debit Card,Delivered,N/A
bf5235ff,2024-12-31,Robert Gay,47,Lake Monicaland,Bed,Furniture,4,2692.7,20.47,8566.02,12.24,1048.48,Cash,Returned,Damaged Item
7e114a85,2024-02-27,Jason Smith,32,Youngfort,Jacket,Clothing,3,1823.96,22.65,4232.5,23.9,1011.57,Credit Card,Shipped,N/A
12bacf87,2022-03-25,Lisa Dalton DVM,72,New Brooke,Vacuum Cleaner,Home Appliances,5,10.32,26.29,38.03,6.32,2.4,Credit Card,Returned,Defective Product
5367623f,2024-07-27,Victoria Garcia,22,East Shannontown,Desk,Furniture,6,2860.8,9.26,15575.34,15.23,2372.12,PayPal,Processing,N/A
7472ffde,2024-08-10,Edwin Valenzuela,66,Wilkinsonstad,Refrigerator,Home Appliances,16,1150.53,13.98,15834.97,5.79,916.84,Debit Card,Returned,Customer Changed Mind
8356cbed,2024-03-07,Gabrielle Velazquez,61,New Eric,Smartphone,Electronics,2,1365.26,25.74,2027.68,15.79,320.17,Bank Transfer,Cancelled,N/A
27494189,2023-07-28,Debra Castillo,53,Thomasbury,Smartwatch,Electronics,12,1351.7,2.79,15767.85,22.89,3609.26,Bank Transfer,Cancelled,N/A
f51de470,2024-04-17,Keith Flores,67,South Johnnyland,Brake Pads,Automotive,6,2156.0,20.72,10255.66,8.65,887.11,Credit Card,Returned,Customer Changed Mind
ee812ccb,2022-08-03,Trevor Alexander,50,East Danielville,Microwave,Home Appliances,5,3840.92,14.64,16393.05,7.66,1255.71,Bank Transfer,Shipped,N/A
299347e3,2024-01-31,Stephanie Walker,72,Lake Ericmouth,Jeans,Clothing,2,2531.19,27.62,3664.15,15.94,584.07,Credit Card,Cancelled,N/A
d2965601,2024-07-06,Robert Holder,72,Erikaberg,Tires,Automotive,18,4529.22,7.44,75460.43,22.13,16699.39,Credit Card,Processing,N/A
3077d588,2022-11-21,Emily Martinez,45,North Ryanland,Shoes,Clothing,20,2268.08,13.35,39305.83,15.66,6155.29,Cash,Shipped,N/A
70c35a44,2024-05-05,Benjamin Jones,40,North Williamview,Washing Machine,Home Appliances,19,2732.93,15.56,43846.04,17.25,7563.44,PayPal,Returned,Defective Product
d346e5fd,2025-01-19,Alexander Jackson,60,Nicolehaven,Tires,Automotive,3,3699.1,5.38,10500.27,7.87,826.37,Credit Card,Processing,N/A
fb12bac3,2023-03-13,Ashlee Zamora,35,Tonystad,Desk,Furniture,17,4148.21,18.79,57268.94,7.65,4381.07,Credit Card,Delivered,N/A
5e489a73,2025-02-28,Roger Gentry II,32,West Jessicahaven,Microwave,Home Appliances,18,300.89,17.58,4463.88,8.92,398.18,Cash,Shipped,N/A
7ee743d7,2022-10-27,Ronald Singh,36,East Alexanderburgh,Washing Machine,Home Appliances,8,147.47,28.82,839.75,19.3,162.07,Debit Card,Delivered,N/A
3154f35c,2024-04-18,Sean Lozano,39,Sarashire,Bed,Furniture,8,1557.92,22.41,9670.32,14.92,1442.81,Credit Card,Returned,Defective Product
3a2ab4fa,2022-10-23,Sandra Rivera,59,Lake Samuel,Tablet,Electronics,4,2280.64,28.5,6522.63,24.94,1626.74,PayPal,Returned,Defective Product
36b5b85c,2024-04-07,William Morrow,46,East Monica,Brake Pads,Automotive,19,2413.6,15.05,38956.71,7.49,2917.86,Credit Card,Returned,Defective Product
c33f2f3d,2023-07-16,Sarah Davis,46,New Gina,Jacket,Clothing,5,1589.99,21.42,6247.07,8.5,531.0,Bank Transfer,Processing,N/A
a4af5c4b,2024-10-09,William Ramos,68,Hamiltonchester,Engine Oil,Automotive,20,688.47,7.22,12775.25,6.43,821.45,PayPal,Delivered,N/A
c4269cd0,2022-05-21,Brandon Johnson,73,Lake Jaimemouth,Jeans,Clothing,8,971.47,18.98,6296.68,9.42,593.15,PayPal,Returned,Customer Changed Mind
975d200c,2024-01-21,Willie Campbell,32,Lake Suzanneville,Car Cover,Automotive,19,4939.17,9.31,85107.33,19.33,16451.25,Debit Card,Shipped,N/A
9defe467,2022-07-04,Rebecca Robinson,28,Lisaview,Car Cover,Automotive,14,1785.22,7.9,23018.63,13.01,2994.72,Debit Card,Returned,Customer Changed Mind
b8f20990,2023-01-27,Brian Lozano,40,Johnsonchester,Jeans,Clothing,1,2300.45,9.55,2080.76,5.94,123.6,Debit Card,Processing,N/A
f662015b,2024-08-09,Jennifer Rogers,44,East Cameronstad,Jeans,Clothing,5,103.33,15.83,434.86,13.72,59.66,PayPal,Returned,Damaged Item
357ae814,2022-07-26,Joel Oliver,61,Collinstown,Shoes,Clothing,19,4885.19,29.02,65882.65,21.95,14461.24,Credit Card,Returned,Wrong Item
8dcad32d,2022-10-27,Anna Phillips,50,Hoganmouth,Washing Machine,Home Appliances,16,4602.5,13.17,63941.61,19.93,12743.56,Bank Transfer,Returned,Damaged Item
ebd29c9f,2023-08-12,Darrell Phillips,62,South Deborah,T-shirt,Clothing,14,2909.46,5.36,38549.18,13.21,5092.35,PayPal,Delivered,N/A
7ce4071f,2022-03-28,Amanda Cooper,36,South Michaelburgh,Car Cover,Automotive,20,2912.57,8.27,53434.01,21.42,11445.56,Cash,Cancelled,N/A
de14b388,2023-07-13,William Collier,42,Alexistown,T-shirt,Clothing,15,1796.8,1.01,26679.78,14.59,3892.58,Cash,Processing,N/A
d658b09d,2022-04-07,Gregory Wilcox,53,West Colleenville,Engine Oil,Automotive,12,2073.66,4.13,23856.21,19.45,4640.03,Debit Card,Cancelled,N/A
98f058ab,2024-12-07,Zachary Jones,60,Lake William,Bed,Furniture,16,1840.0,16.01,24726.66,13.24,3273.81,Credit Card,Cancelled,N/A
cf00dc57,2025-02-16,Brandy Parks,32,Rosaleston,Smartphone,Electronics,16,1193.15,11.59,16877.82,16.53,2789.9,Credit Card,Processing,N/A
3230e038,2024-04-04,Lauren Wade,40,North Oliviamouth,Jacket,Clothing,9,354.63,10.08,2869.95,19.55,561.08,Cash,Delivered,N/A
3983f690,2023-01-11,Kari Bryan,70,Knoxstad,Bed,Furniture,9,4607.36,10.77,37000.33,6.38,2360.62,Credit Card,Returned,Wrong Item
83505a2b,2024-05-07,Hunter Matthews,71,West Sonyastad,Microwave,Home Appliances,8,1967.03,4.26,15065.88,5.07,763.84,Bank Transfer,Cancelled,N/A
79edf077,2024-09-12,Robert Ross,74,Harrisstad,Jacket,Clothing,18,3837.67,10.5,61824.86,6.6,4080.44,Bank Transfer,Processing,N/A
5301d98a,2024-06-04,Alyssa Robinson,51,Sloanbury,Car Battery,Automotive,9,2000.85,26.46,13242.83,14.24,1885.78,Cash,Cancelled,N/A
d2a3d84a,2023-11-28,Elizabeth Le,55,New Brian,Monitor,Electronics,10,525.29,0.09,5248.17,13.45,705.88,Credit Card,Delivered,N/A
be3daa5f,2023-09-06,Mark Garcia,68,Bishophaven,Microwave,Home Appliances,9,4141.75,16.37,31173.71,15.93,4965.97,Bank Transfer,Cancelled,N/A
1b5de309,2025-01-17,Rebecca Perry,49,New Carolyn,Air Conditioner,Home Appliances,12,4720.19,9.77,51108.33,18.35,9378.38,Credit Card,Shipped,N/A
0bfc423d,2024-02-12,Corey Spencer,75,North Clairestad,Engine Oil,Automotive,14,1930.7,9.78,24386.29,5.91,1441.23,Bank Transfer,Processing,N/A
0255ce8b,2024-01-13,Natalie Henry,23,Priceberg,Laptop,Electronics,11,2416.31,2.89,25811.27,9.04,2333.34,Bank Transfer,Processing,N/A
efdcdf01,2024-06-03,Carlos Irwin,74,South Zacharyland,Smartphone,Electronics,18,992.27,21.94,13942.19,10.43,1454.17,Cash,Processing,N/A
64e40bc9,2023-07-10,Carol Rodgers,32,Millerfurt,Air Conditioner,Home Appliances,7,3649.85,16.96,21215.85,13.96,2961.73,Bank Transfer,Delivered,N/A
37b7e9bd,2023-12-01,Jacob Collins,72,Port Brianfort,Jacket,Clothing,19,3662.05,9.47,62989.82,15.82,9964.99,PayPal,Cancelled,N/A
7f8ffc0d,2023-01-19,Mrs. Amanda Waters DVM,68,North Javier,Smartwatch,Electronics,7,646.09,24.42,3418.2,22.76,777.98,Bank Transfer,Shipped,N/A
7c1feb26,2023-09-28,Richard Oconnor,75,Glennburgh,Smartphone,Electronics,1,3413.79,5.72,3218.52,12.33,396.84,Bank Transfer,Shipped,N/A
4f81a732,2022-10-11,Emily Wright,47,New Henrymouth,Tablet,Electronics,11,2011.98,27.64,16014.56,14.94,2392.58,Cash,Returned,Customer Changed Mind
91a769f7,2022-11-16,James Lozano,64,Port Jessicaville,Dining Table,Furniture,12,1030.32,5.0,11745.65,10.28,1207.45,PayPal,Returned,Damaged Item
0b789ddf,2023-03-28,Margaret Blake,58,Jeremytown,Vacuum Cleaner,Home Appliances,20,409.73,21.06,6468.82,18.26,1181.21,Cash,Processing,N/A
8d2f7c71,2022-06-01,Timothy Curry,30,Port Eric,Dining Table,Furniture,6,1666.6,7.71,9228.63,15.98,1474.74,Debit Card,Shipped,N/A
d0690e27,2024-09-16,Joshua Collins,39,South Jacobside,Car Battery,Automotive,19,3243.17,0.04,61595.58,22.33,13754.29,Bank Transfer,Returned,Customer Changed Mind
c2f5d6a2,2022-10-02,Amanda Reed,66,Lindsayberg,Chair,Furniture,4,716.18,28.46,2049.42,10.44,213.96,Debit Card,Returned,Customer Changed Mind
ca017a3f,2024-09-11,Jennifer Richards,38,Johnbury,Refrigerator,Home Appliances,4,2176.55,9.8,7852.99,23.46,1842.31,Bank Transfer,Processing,N/A
b4fb18b1,2022-10-22,David Jacobs,20,Morgantown,Microwave,Home Appliances,15,4745.58,6.83,66321.85,23.39,15512.68,Cash,Cancelled,N/A
796c37f6,2024-11-06,Antonio Harrison,70,Lake Tiffanybury,Car Cover,Automotive,15,2141.66,27.34,23341.95,10.89,2541.94,Bank Transfer,Returned,Wrong Item
f2ec60a1,2023-07-15,Vanessa Fuller,44,Morenofort,Smartwatch,Electronics,17,4446.3,23.77,57620.05,7.03,4050.69,Cash,Shipped,N/A
58c6fa2e,2023-06-14,Don Brown,34,East Taylorbury,Dining Table,Furniture,5,3939.24,15.01,16739.8,14.11,2361.99,Cash,Delivered,N/A
81a3ab51,2023-03-04,Christine Davis,70,Patriciafort,Refrigerator,Home Appliances,2,3975.39,24.19,6027.49,14.4,867.96,PayPal,Shipped,N/A
216d83d1,2025-03-04,Jonathan Bartlett,74,Hannahhaven,Engine Oil,Automotive,16,221.95,24.18,2692.52,17.19,462.84,Debit Card,Returned,Customer Changed Mind
8ce03d87,2023-01-10,Jon Soto,74,Annetteside,Sofa,Furniture,2,3909.18,1.4,7708.9,17.59,1356.0,Cash,Processing,N/A
3b607ecc,2025-01-14,Bryan Norris,47,Stacyville,Monitor,Electronics,11,2073.18,18.91,18492.56,8.92,1649.54,PayPal,Shipped,N/A
b87bfbfc,2025-01-04,Hannah Shaw,38,Port Wayneburgh,Sofa,Furniture,4,3962.89,5.84,14925.83,21.11,3150.84,Credit Card,Delivered,N/A
cf3f6f6d,2023-01-23,Morgan Moore,62,South Mary,Jacket,Clothing,19,572.34,25.15,8139.53,12.92,1051.63,Bank Transfer,Returned,Defective Product
9388c84a,2023-01-26,Christopher Preston,38,East Eddie,Tires,Automotive,6,4002.47,4.14,23020.61,20.99,4832.03,Cash,Shipped,N/A
c678e1d8,2024-09-01,David Brooks,53,Lisachester,Chair,Furniture,3,3543.35,21.78,8314.83,16.79,1396.06,Cash,Delivered,N/A
92799b77,2024-07-13,Elizabeth Terry,34,South Melaniemouth,Brake Pads,Automotive,15,3885.58,5.59,55025.64,18.38,10113.71,Cash,Returned,Wrong Item
18e1fcb8,2023-02-18,Connor Mitchell II,21,Melissaview,Sofa,Furniture,12,2860.58,28.81,24437.36,12.93,3159.75,Debit Card,Delivered,N/A
9222f920,2022-05-25,Carl Baker,50,Freemanland,Tablet,Electronics,1,4365.96,19.68,3506.74,8.48,297.37,Debit Card,Processing,N/A
89febc65,2024-10-21,Emily Smith,45,South Nicholasbury,Car Cover,Automotive,18,4178.1,26.41,55343.95,8.1,4482.86,Cash,Shipped,N/A
cdb3a7b6,2024-10-07,Dr. Edward Taylor,26,Elizabethmouth,Vacuum Cleaner,Home Appliances,11,2164.91,6.26,22323.25,12.7,2835.05,Debit Card,Returned,Wrong Item
bc0fc5fd,2023-04-22,Sherry Gonzalez,22,Port Mark,Vacuum Cleaner,Home Appliances,1,3268.98,11.64,2888.47,6.94,200.46,Credit Card,Returned,Wrong Item
802a5a54,2023-11-15,Cynthia Burns,18,Jacobston,Engine Oil,Automotive,10,3165.98,26.39,23304.78,24.11,5618.78,Cash,Cancelled,N/A
a838c171,2024-12-06,Cynthia Green,42,New Catherine,Laptop,Electronics,10,1292.07,7.93,11896.09,13.37,1590.51,Bank Transfer,Processing,N/A
88918ea5,2024-09-14,Mark Osborn,75,Jacksonton,Dining Table,Furniture,9,807.45,15.15,6166.09,18.98,1170.32,Credit Card,Processing,N/A
b9cf1831,2022-12-21,Samuel Brown,64,Brownhaven,Jacket,Clothing,11,4151.84,1.09,45172.43,23.07,10421.28,Credit Card,Processing,N/A
975d0d65,2024-07-07,Caitlin Blake,42,North Samanthabury,Tires,Automotive,18,3866.68,3.52,67150.31,16.6,11146.95,Bank Transfer,Returned,Defective Product
3ca81bf7,2023-01-04,Mary Gregory,21,Heidiland,Refrigerator,Home Appliances,12,4555.78,25.33,40821.61,22.19,9058.32,Bank Transfer,Processing,N/A
c6909236,2023-04-07,Kimberly Holland,66,Lake Mariaton,Monitor,Electronics,8,3153.84,27.36,18327.6,5.71,1046.51,PayPal,Delivered,N/A
a4b7d0e6,2023-09-26,Jordan Foster,24,Johnsonburgh,Dining Table,Furniture,3,2812.42,24.56,6365.07,24.01,1528.25,Debit Card,Returned,Wrong Item
85c526d0,2023-08-30,Taylor Anderson,57,South Susanport,Chair,Furniture,7,226.37,6.41,1483.02,7.07,104.85,Cash,Processing,N/A
0666bf6d,2023-01-10,William Nguyen,59,South Megan,Car Cover,Automotive,18,3256.04,2.77,56985.26,21.9,12479.77,Cash,Processing,N/A
9b9ca9a4,2024-01-31,Grace Le,75,South Adrianburgh,Dress,Clothing,14,1269.02,19.15,14364.04,11.02,1582.92,Credit Card,Cancelled,N/A
